# rime-lantern gloss table, generated by tools/build_gloss.py
# Source: CC-CEDICT (https://cc-cedict.org), release date 2026-09-17T05:48:14Z, 125072 entries
# Source sha256: 0d8031a4fa0386f1ad10bf7123187dcc536a061fcb9d22cca3cada7517edc1c2
# License: CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/)
# Columns: simplified<TAB>traditional<TAB>gloss1; gloss2; gloss3
11区	11區	Japan
栗喉蜂虎	栗喉蜂虎	blue-tailed bee-eater
栗喉鵙鹛	栗喉鵙鶥	black-eared shrike-babbler
栗头八色鸫	栗頭八色鶇	rusty-naped pitta
栗头地莺	栗頭地鶯	chestnut-headed tesia
栗头蜂虎	栗頭蜂虎	chestnut-headed bee-eater
栗头雀鹛	栗頭雀鶥	rufous-winged fulvetta
栗头鹟莺	栗頭鶲鶯	chestnut-crowned warbler
栗子	栗子	chestnut
栗斑杜鹃	栗斑杜鵑	banded bay cuckoo
栗斑腹鹀	栗斑腹鵐	Jankowski's bunting
栗树鸭	栗樹鴨	lesser whistling duck
栗然	慄然	shivering; shuddering
栗耳凤鹛	栗耳鳳鶥	striated yuhina
栗耳短脚鹎	栗耳短腳鵯	brown-eared bulbul
栗耳鹀	栗耳鵐	chestnut-eared bunting
栗背伯劳	栗背伯勞	Burmese shrike
栗背奇鹛	栗背奇鶥	rufous-backed sibia
栗背岩鹨	栗背岩鷚	maroon-backed accentor
栗背短翅鸫	栗背短翅鶇	Gould's shortwing
栗背短脚鹎	栗背短腳鵯	chestnut bulbul
栗腹䴓	栗腹鳾	chestnut-bellied nuthatch
栗腹文鸟	栗腹文鳥	tricoloured munia
栗腹歌鸲	栗腹歌鴝	Indian blue robin
栗腹矶鸫	栗腹磯鶇	chestnut-bellied rock thrush
栗臀䴓	栗臀鳾	chestnut-vented nuthatch
栗色	栗色	maroon
栗苇鳽	栗葦鳽	cinnamon bittern
栗颈噪鹛	栗頸噪鶥	rufous-necked laughingthrush
栗颊噪鹛	栗頰噪鶥	rufous-cheeked laughingthrush
栗额鵙鹛	栗額鵙鶥	clicking shrike-babbler
栗鳽	栗鳽	Japanese night heron
栗鸢	栗鳶	Brahminy kite
栗鸮	栗鴞	oriental bay owl
栗鹀	栗鵐	chestnut bunting
栗鼠	栗鼠	chinchilla; chipmunk
栘	栘	shadbush or shadberry; name for a stable during the Han Dynasty
栝	栝	Juniperus chinensis; measuring-frame
栟	栟	Trachycarpus excelsa
校	校	to check; to collate; to proofread
校内	校內	Xiaonei; on-campus; intramural
校准	校準	to calibrate
校刊	校刊	school magazine
校勘	校勘	to collate
校区	校區	campus
校历	校曆	school calendar
校友	校友	schoolmate; alumnus; alumna
校名	校名	school name
校园	校園	campus
校地	校地	the land on which a school is built
校场	校場	military drill ground
校外	校外	off campus
校官	校官	military officer
校对	校對	proofreader; to proofread; to calibrate
校尉	校尉	military officer
校庆	校慶	anniversary of the founding of a school
校徽	校徽	school badge; college insignia; university crest
校招	校招	campus recruiting
校方	校方	the school; the school authorities
校服	校服	school uniform
校样	校樣	proofs
校歌	校歌	school song
校正	校正	to proofread and correct; to edit and rectify; to correct
校监	校監	chancellor
校舍	校舍	school building
校花	校花	the prettiest girl in the school; school beauty queen; campus belle
校草	校草	the most handsome boy in the school
校规	校規	school rules and regulations
校订	校訂	revision
校训	校訓	school motto
校车	校車	school bus
校运会	校運會	field day; sports day
校释	校釋	to collate and annotate; collated and annotated
校长	校長	president; headmaster
校门	校門	school gate
校闹	校鬧	disruptive activities targeted at a school by an aggrieved party
校阅	校閱	to check through; to proofread; to review
校队	校隊	school team
校际	校際	interschool; intercollegiate
校霸	校霸	school bully
校风	校風	the tone of a school; campus atmosphere
校飞	校飛	flight inspection; flight calibration
校验	校驗	to check; to examine
校验码	校驗碼	check digit
栩	栩	jolcham oak
栩栩	栩栩	vivid
栩栩如生	栩栩如生	vivid and lifelike; true to life; realistic
栩栩生辉	栩栩生輝	resplendent
株	株	tree trunk; stump; a plant
株守	株守	to stick to sth stubbornly; never let go
株式会社	株式會社	Japanese limited company; corporation; public company
株治	株治	to involve others
株洲市	株洲市	Zhuzhou, prefecture-level city in Hunan Province
株距	株距	spacing; distance between plants
株连	株連	to involve others; guilt by association
栫	栫	fence; palisade
栭	栭	tree mushroom
栱	栱	post
栲	栲	chinquapin (Castanopsis fargesii and other spp.), genus of evergreen trees
栲属	栲屬	Castanopsis, genus of evergreen trees
栲栳	栲栳	round-bottomed wicker basket
栲胶	栲膠	tannin
栴檀	栴檀	sandalwood
栵	栵	hedge
样	樣	manner; pattern; way
样例	樣例	sample; model; example
样单	樣單	sample sheet; form; stylesheet
样品	樣品	sample; specimen
样子	樣子	appearance; manner; pattern
样式	樣式	type; style
样张	樣張	proof; specimen page; sample photograph
样本	樣本	sample; specimen
样机	樣機	prototype
样条函数	樣條函數	spline function
样板	樣板	template; prototype; model
样板戏	樣板戲	model theater
样样	樣樣	all kinds
样样通，样样松	樣樣通，樣樣鬆	jack of all trades, master of none
样章	樣章	sample chapter
样貌	樣貌	appearance; manifestation
核	核	pit; stone; nucleus
核不扩散	核不擴散	nuclear nonproliferation
核事件	核事件	nuclear incident
核仁	核仁	nucleolus
核僵持	核僵持	nuclear equipoise; nuclear stalemate
核儿	核兒	pit
核军备	核軍備	nuclear arms
核冬天	核冬天	nuclear winter
核准	核准	to authorize; to investigate then ratify
核出口控制	核出口控制	nuclear export control
核分裂	核分裂	nuclear fission
核动力	核動力	nuclear power
核动力航空母舰	核動力航空母艦	nuclear-powered aircraft carrier
核势	核勢	nuclear potential
核医学	核醫學	nuclear medicine
核原料	核原料	nuclear material
核反击	核反擊	nuclear counter strike
核反应	核反應	nuclear reaction
核反应堆	核反應堆	nuclear reactor
核发电	核發電	nuclear power generation
核发电厂	核發電廠	nuclear power plant
核变形	核變形	nuclear deformation
核可	核可	to review and approve
核合成	核合成	nucleosynthesis
核四	核四	Fourth Nuclear Power Plant near New Taipei City , Taiwan
核国家	核國家	nuclear nations
核地雷	核地雷	nuclear land mine; nuclear mine
核均势	核均勢	nuclear parity
核型	核型	karyotype
核大国	核大國	a nuclear power
核威慑	核威懾	nuclear deterrence
核威慑力量	核威懾力量	nuclear deterrent
核威慑政策	核威懾政策	policy of nuclear intimidation
核子	核子	nuclear; nucleus
核子医学	核子醫學	nuclear medicine
核定	核定	to audit and determine; to check and ratify; to appraise and decide
核实	核實	to verify; to check
核对	核對	to check; to verify; to audit
核对峙	核對峙	nuclear stalemate
核导弹	核導彈	nuclear missile
核小体	核小體	nucleosome
核屏蔽	核屏蔽	nuclear shielding
核工业	核工業	nuclear industry
核工程	核工程	nuclear engineering
核平	核平	to nuke
核废物	核廢物	nuclear waste
核弹	核彈	nuclear bomb
核弹头	核彈頭	nuclear reentry vehicle; nuclear warhead
核当量	核當量	nuclear yield
核心	核心	core; nucleus
核战	核戰	nuclear warfare
核战斗部	核戰鬥部	nuclear warhead
核扩散	核擴散	nuclear proliferation
核技术	核技術	nuclear technology
核推进	核推進	nuclear propulsion
核显	核顯	integrated GPU
核查	核查	to examine; to inspect
核柱	核柱	nuclear column
核桃	核桃	walnut
核桃仁	核桃仁	walnut kernel
核模型	核模型	nuclear model
核武	核武	nuclear weapon
核武器	核武器	nuclear weapon
核武库	核武庫	nuclear arsenal
核潜艇	核潛艇	nuclear submarine
核热	核熱	nuclear heat
核燃料	核燃料	nuclear fuel
核燃料后处理	核燃料後處理	nuclear fuel reprocessing
核爆	核爆	nuclear explosion
核爆炸	核爆炸	nuclear explosion
核物理	核物理	nuclear physics
核球	核球	core; pellet; central bulge
核电	核電	nuclear power
核电厂	核電廠	nuclear power plant
核电磁脉冲	核電磁脈衝	nuclear electro-magnetic pulse
核电站	核電站	nuclear power plant
核电荷数	核電荷數	electric charge on nucleus; atomic number
核相互作用	核相互作用	nuclear interaction
核碱基	核鹼基	nucleobase
核磁共振	核磁共振	nuclear magnetic resonance
核种	核種	nuclide
核算	核算	to calculate; accounting
核糖	核糖	ribose
核糖体	核糖體	ribosome
核糖核酸	核糖核酸	ribonucleic acid
核素	核素	nuclide
核结构	核結構	nuclear structure
核聚变	核聚變	nuclear fusion
核能	核能	nuclear energy
核能源	核能源	nuclear power
核自旋	核自旋	nuclear spin
核苷	核苷	nucleoside
核苷酸	核苷酸	nucleotide
核裁军	核裁軍	nuclear disarmament
核裂变	核裂變	atomic fission; nuclear fission; fission
核装置	核裝置	nuclear device
核设施	核設施	nuclear facility; nuclear installation
核试	核試	nuclear test
核试爆	核試爆	nuclear test
核试验	核試驗	nuclear test
核试验场	核試驗場	nuclear test site
核试验堆	核試驗堆	nuclear test reactor
核谈判	核談判	nuclear negotiations
核转变	核轉變	nuclear transformation; nuclear transmutation
核轰炸	核轟炸	nuclear bomb
核轰炸机	核轟炸機	nuclear bomber
核载	核載	rated carrying capacity
核辐射	核輻射	nuclear radiation
核连锁反应	核連鎖反應	nuclear chain reaction
核酮糖	核酮糖	ribulose
核酸	核酸	nucleic acid; nucleic acid test
核销	核銷	to audit and write off
核门槛	核門檻	nuclear threshold
核问题	核問題	the nuclear problem
核防御	核防御	nuclear defense
核驳	核駁	to reject
核验	核驗	to verify
核黄素	核黃素	riboflavin
根	根	root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings
根号	根號	radical sign √
根基	根基	foundation
根底	根底	foundation; grounding; background
根式	根式	a radical; a radical expression
根性	根性	one's true nature
根据	根據	according to; based on; basis
根据地	根據地	base of operations
根插	根插	to plant roots; to propagate from root cuttings
根本	根本	fundamental; basic; root
根本法	根本法	fundamental law; body of basic laws
根柢	根柢	root; foundation
根汁汽水	根汁汽水	root beer
根河市	根河市	Genhe, a county-level city in Hulunbuir City , Inner Mongolia
根治	根治	to bring under permanent control; to effect a radical cure
根深叶茂	根深葉茂	deep roots and vigorous foliage; well established and growing strongly
根深蒂固	根深蒂固	deep-rooted
根源	根源	origin; root
根特	根特	Ghent, city in Belgium
根状茎	根狀莖	rhizome; root stock
根由	根由	the whys and the wherefores; the detailed story; root cause
根瘤	根瘤	root nodule
根瘤菌	根瘤菌	rhizobia
根瘤菌属	根瘤菌屬	genus Rhizobium
根目录	根目錄	root directory
根究	根究	to investigate (sth) thoroughly; to get to the bottom of
根管治疗	根管治療	root canal therapy
根系	根系	root system
根绝	根絕	to eradicate
根茎	根莖	rhizome
根茬	根茬	stubble
根西岛	根西島	Guernsey
根除	根除	to eradicate
根音	根音	root of chord
根须	根鬚	roots
栻	栻	tree
格	格	square; lattice; grid
格但斯克	格但斯克	Gdansk, city on Baltic in north Poland
格位	格位	case
格兰氏阴性	格蘭氏陰性	Gram negative
格兰特	格蘭特	Grant
格兰芬多	格蘭芬多	Gryffindor
格列高利历	格列高利曆	Gregorian calendar
格力	格力	Gree
格勒	格勒	laughing sound; glug-glug haha!
格勒诺布尔	格勒諾布爾	Grenoble
格外	格外	especially; particularly; even more than usual
格子	格子	lattice; check
格子呢	格子呢	checked woolen fabric; plaid
格子棉布	格子棉布	gingham
格子花呢	格子花呢	tartan; plaid
格子间	格子間	cubicle
格尔木市	格爾木市	Golmud, a county-level city in Haixi Mongol and Tibetan Autonomous Prefecture , Qinghai
格局	格局	structure; pattern; layout
格式	格式	form; specification; format
格式化	格式化	to format
格式塔	格式塔	gestalt
格式塔疗法	格式塔療法	Gestalt therapy; holistic therapy
格律	格律	forms of versification; conventions regarding set number of words and lines, choice of tonal patterns and rhyme schemes for various types of Classical Chinese poetic composition; metrical verse
格恩西岛	格恩西島	Guernsey
格拉	格拉	Gera
格拉斯哥	格拉斯哥	Glasgow, Scotland
格拉汉姆	格拉漢姆	Graham or Graeme
格拉纳达	格拉納達	Granada, Spain
格拉茨	格拉茨	Graz
格挡	格擋	to parry; to fend off; to block
格斗	格鬥	to wrestle
格机	格機	to factory-reset a phone
格杀勿论	格殺勿論	to kill on sight
格林	格林	Green or Greene
格林多	格林多	Corinthians
格林奈尔大学	格林奈爾大學	Grinnell College
格林威治	格林威治	Greenwich
格林威治村	格林威治村	Greenwich
格林威治标准时间	格林威治標準時間	Greenwich Mean Time
格林尼治	格林尼治	Greenwich; refers to Greenwich mean time
格林尼治本初子午线	格林尼治本初子午線	the Greenwich meridian
格林尼治标准时间	格林尼治標準時間	Greenwich Mean Time
格林斯班	格林斯班	Alan Greenspan (1926-), US economist
格林童话	格林童話	Grimm's Fairy Tales
格林纳达	格林納達	Grenada
格栅	格柵	grille
格格	格格	princess
格格不入	格格不入	inharmonious; incompatible
格格笑	格格笑	giggle
格洛斯特	格洛斯特	Gloucester city in southwest England
格洛斯特郡	格洛斯特郡	Gloucestershire county in southwest England
格洛纳斯	格洛納斯	GLONASS (Globalnaya Navigatsionaya Satelitnaya Sistema or Global Navigation Satellite System), the Russian equivalent of GPS
格涅沙	格涅沙	Ganesha
格物	格物	word for Western natural sciences during late Qing
格物致知	格物致知	to study the underlying principle to acquire knowledge; pursuing knowledge to the end
格瑞那达	格瑞那達	Grenada, island country in the Caribbean Sea
格瓦斯	格瓦斯	kvass
格筛	格篩	grizzly
格网	格網	lattice
格罗兹尼	格羅茲尼	Grozny, capital of Chechen Republic, Russia
格罗宁根	格羅寧根	Groningen, province and city in the Netherlands
格致	格致	to study the underlying principle to acquire knowledge; word for Western natural sciences during late Qing
格莱美奖	格萊美獎	Grammy Award
格萨尔	格薩爾	King Gesar, hero of a Tibetan and Mongolian epic cycle
格言	格言	maxim
格调	格調	style; form; one's work style
格里姆斯塔	格里姆斯塔	Grimstad
格里高利	格里高利	Gregory or Grigory
格陵兰	格陵蘭	Greenland
格陵兰岛	格陵蘭島	Greenland
格雷	格雷	Grey; Gray
格雷伯爵茶	格雷伯爵茶	Earl Grey tea
格雷氏解剖学	格雷氏解剖學	Gray's Anatomy
格鲁吉亚	格魯吉亞	Georgia
格鲁吉亚人	格魯吉亞人	Georgian
格鲁派	格魯派	Gelugpa school of Tibetan Buddhism
栽	栽	to plant; to grow; to insert
栽倒	栽倒	to take a fall
栽培	栽培	to grow; to cultivate; to train
栽子	栽子	seedling; young plant
栽植	栽植	to plant; to transplant
栽种	栽種	to plant; to grow
栽种机	栽種機	a mechanical planter
栽筋斗	栽筋斗	to tumble; to fall head over heels; to take a tumble
栽赃	栽贓	to frame sb
栽跟头	栽跟頭	to fall head over heels; to come a cropper
栾	欒	Koelreuteria paniculata
栾城区	欒城區	Luancheng, a district of Shijiazhuang City , Hebei
栾川县	欒川縣	Luanchuan, a county in Luoyang City , Henan
桀	桀	cruel
桀王	桀王	King Jie, the final ruler of the Xia dynasty (until c. 1600 BC), a notoriously cruel and immoral tyrant
桀贪骜诈	桀貪驁詐	brutal, greedy, arrogant and deceitful
桀骜不驯	桀驁不馴	arrogant and obstinate; unyielding
桁	桁	cangue; pole plate; purlin
桁杨	桁楊	lit. stocks and knives; fig. any punishment equipment; torture instrument
桁杨刀锯	桁楊刀鋸	lit. stocks and knives; fig. any punishment equipment; torture instrument
